case_id,config_hash,environment_id,experiment,stage,algorithm,n,S,x,seed,repeat,measurement_mode,comparisons,cpu_seconds,wall_seconds,sort_batch_size,cpu_total_seconds,wall_total_seconds,order_position,length_ok,order_ok,integrity_method,integrity_ok,input_sum,input_sum_squares,input_xor,dataset_sha256,output_sha256,rss_bytes_after,python_version,platform,completed_utc
tune:1000:2:hybrid:4:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,4,100,12302,2,timed,,0.00234375,0.0029324400005862118,20,0.046875,0.058648800011724234,0,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29401088,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.405062+00:00
tune:1000:2:hybrid:16:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,16,100,12302,2,counted,10374,,,1,,,1,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29401088,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.423188+00:00
tune:1000:2:hybrid:16:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,16,100,12302,2,timed,,0.00234375,0.0029917649982962756,20,0.046875,0.059835299965925515,2,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29405184,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.499091+00:00
tune:1000:2:hybrid:4:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,4,100,12302,2,counted,8750,,,1,,,3,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29409280,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.515232+00:00
tune:1000:2:hybrid:8:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,8,100,12302,2,timed,,0.00234375,0.002302194997901097,20,0.046875,0.04604389995802194,4,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29417472,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.571618+00:00
tune:1000:2:hybrid:32:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,32,100,12302,2,counted,13486,,,1,,,5,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29417472,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.590216+00:00
tune:1000:2:hybrid:8:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,8,100,12302,2,counted,9141,,,1,,,6,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29417472,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.606552+00:00
tune:1000:2:hybrid:32:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,32,100,12302,2,timed,,0.003125,0.003141449997201562,20,0.0625,0.06282899994403124,7,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29417472,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.681985+00:00
tune:1000:2:hybrid:1:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,1,100,12302,2,timed,,0.00390625,0.003964919998543337,20,0.078125,0.07929839997086674,8,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29417472,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.777373+00:00
tune:1000:2:hybrid:1:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,1,100,12302,2,counted,8709,,,1,,,9,True,True,exact_histogram+sum+squares+xor,True,49405,3301271,7,da5baef80db06098989d75eeea1694a1fd8bc75f7e5c62ef7306173a103a12ff,ce38ee501a9326108e12068f7cb7f6282d071783dce60a35a03127071804f47a,29417472,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.796236+00:00
